candidate_id,district,party,age,incumbency,prior_vote_share,poll_trend,sns_posts,sns_likes,sns_shares,poster_path,poster_r,poster_g,poster_b,won
60,District_33,Party_C,26,0,0.5800405125900355,-0.12291130655145516,透明性の高い行政と効率的な予算運用を推進します。 ライブ配信します,181,42,posters/poster_60.png,205.858154296875,150.9576873779297,65.11299133300781,1
61,District_13,Party_D,64,1,0.4469967286145169,-0.07530365475512335,透明性の高い行政と効率的な予算運用を推進します。 ボランティア募集中,219,44,posters/poster_61.png,153.95724487304688,206.87176513671875,0.2053375244140625,1
62,District_20,Party_C,66,0,0.2532215202542334,-0.10703035995455783,安心安全なまちづくり、教育・福祉を充実させます。 政策意見募集中,187,50,posters/poster_62.png,163.93702697753906,237.80950927734375,225.830322265625,1
63,District_29,Party_B,71,1,0.24905541916932317,-1.035242322419374,防災・減災を強化し、暮らしを守ります。 政策意見募集中,172,57,posters/poster_63.png,86.07310485839844,43.14897155761719,144.96920776367188,1
64,District_33,Party_C,39,0,0.75442505546446,0.7687274921473288,地域の課題に取り組みます。皆さんの声を政策に反映します。 ボランティア募集中,201,36,posters/poster_64.png,157.946044921875,115.02227783203125,101.04701232910156,1
65,District_10,Party_A,27,1,0.5070064652693997,-0.780343354057715,地域の課題に取り組みます。皆さんの声を政策に反映します。 ボランティア募集中,201,49,posters/poster_65.png,242.79444885253906,37.1610107421875,232.8122100830078,1
66,District_27,Party_B,49,1,0.3093703270855749,1.1895997812847487,透明性の高い行政と効率的な予算運用を推進します。 政策意見募集中,177,44,posters/poster_66.png,203.85948181152344,124.00637817382812,75.09649658203125,1
67,District_42,Party_A,34,1,0.4990653193574344,0.22333615869635526,地域の課題に取り組みます。皆さんの声を政策に反映します。 政策意見募集中,177,52,posters/poster_67.png,112.02525329589844,90.06126403808594,236.8212432861328,1
68,District_4,Party_B,43,0,0.4024681003231509,0.2259972740940297,地域の課題に取り組みます。皆さんの声を政策に反映します。 政策意見募集中,189,46,posters/poster_68.png,68.11257934570312,236.79283142089844,161.93466186523438,1
69,District_49,Party_D,45,0,0.3475746370307049,0.839747437897714,防災・減災を強化し、暮らしを守ります。 説明会を開催,184,45,posters/poster_69.png,217.8338165283203,227.81546020507812,81.0855712890625,0
70,District_48,Party_D,27,0,0.44623809619379695,0.39025326898314217,透明性の高い行政と効率的な予算運用を推進します。 ライブ配信します,218,45,posters/poster_70.png,126.00233459472656,140.97840881347656,247.80685424804688,1
71,District_41,Party_B,26,1,0.5429676136819399,-0.08490883249583231,小さな声を大切に、持続可能な地域をめざします。 政策意見募集中,191,43,posters/poster_71.png,39.1246337890625,145.97393798828125,120.010498046875,1
72,District_18,Party_C,57,1,0.5179040139086701,0.9874930057007224,小さな声を大切に、持続可能な地域をめざします。 説明会を開催,177,63,posters/poster_72.png,41.131439208984375,70.08735656738281,77.07675170898438,1
73,District_15,Party_D,30,0,0.28064880616338456,0.764204388001908,安心安全なまちづくり、教育・福祉を充実させます。 ボランティア募集中,192,45,posters/poster_73.png,32.14897155761719,211.8682861328125,207.87437438964844,0
74,District_22,Party_D,35,0,0.5636611286335033,-0.21320712690516425,透明性の高い行政と効率的な予算運用を推進します。 応援お願いします,217,48,posters/poster_74.png,105.03524780273438,214.86256408691406,198.8876953125,0
75,District_50,Party_A,58,0,0.2398977604200665,0.15953340573072233,防災・減災を強化し、暮らしを守ります。 政策意見募集中,210,58,posters/poster_75.png,243.8163604736328,3.1961212158203125,179.917236328125,0
76,District_20,Party_D,38,1,0.6950796060156784,-0.5737538003081647,透明性の高い行政と効率的な予算運用を推進します。 説明会を開催,205,46,posters/poster_76.png,112.02525329589844,248.80154418945312,112.02525329589844,1
77,District_18,Party_D,32,0,0.4261666576549446,-0.6807442745705536,透明性の高い行政と効率的な予算運用を推進します。 応援お願いします,198,55,posters/poster_77.png,198.897705078125,171.93634033203125,206.88629150390625,1
78,District_47,Party_B,57,0,0.5191144878129044,-2.2890612569329973,透明性の高い行政と効率的な予算運用を推進します。 ボランティア募集中,193,54,posters/poster_78.png,13.193450927734375,200.87588500976562,13.193450927734375,0
79,District_6,Party_D,57,0,0.7363355498305746,1.4324819174525059,安心安全なまちづくり、教育・福祉を充実させます。 政策意見募集中,213,46,posters/poster_79.png,93.05644226074219,25.16748046875,132.9911346435547,1
80,District_25,Party_C,28,1,0.6574752114444145,-0.347526733772955,安心安全なまちづくり、教育・福祉を充実させます。 政策意見募集中,215,58,posters/poster_80.png,166.9264373779297,171.91708374023438,193.87615966796875,1
81,District_18,Party_D,53,0,0.49181448919736476,0.8291386845852685,小さな声を大切に、持続可能な地域をめざします。 応援お願いします,196,51,posters/poster_81.png,239.81243896484375,9.19744873046875,26.169113159179688,1
82,District_23,Party_B,44,0,0.7450703368001772,-1.7787202489042786,地域の課題に取り組みます。皆さんの声を政策に反映します。 応援お願いします,198,42,posters/poster_82.png,15.2003173828125,126.00263977050781,102.04534912109375,1
83,District_2,Party_B,49,0,0.6356573516374405,1.496044311489183,安心安全なまちづくり、教育・福祉を充実させます。 ボランティア募集中,204,62,posters/poster_83.png,241.7917022705078,58.12638854980469,111.03001403808594,1
84,District_30,Party_C,66,1,0.42466122183225324,-0.6274188843774771,小さな声を大切に、持続可能な地域をめざします。 ボランティア募集中,186,46,posters/poster_84.png,58.12709045410156,83.08145141601562,158.94252014160156,1
85,District_7,Party_A,39,0,0.2328569832932188,-0.49538924293124686,小さな声を大切に、持続可能な地域をめざします。 説明会を開催,193,48,posters/poster_85.png,191.8816375732422,202.8613739013672,101.04872131347656,0
86,District_5,Party_B,26,0,0.4885021868534442,0.16135322587890272,地域の課題に取り組みます。皆さんの声を政策に反映します。 ライブ配信します,189,42,posters/poster_86.png,61.12583923339844,21.201416015625,176.9063720703125,1
87,District_35,Party_D,53,1,0.5793585727517183,0.7754725724889143,小さな声を大切に、持続可能な地域をめざします。 応援お願いします,183,50,posters/poster_87.png,173.92140197753906,6.205230712890625,214.8521270751953,1
88,District_32,Party_A,47,0,0.6798692132445617,-0.4480271398002305,透明性の高い行政と効率的な予算運用を推進します。 ライブ配信します,205,58,posters/poster_88.png,234.79055786132812,78.096435546875,221.8158721923828,1
89,District_12,Party_C,71,0,0.5206735347543482,-2.1240980743301736,防災・減災を強化し、暮らしを守ります。 説明会を開催,199,56,posters/poster_89.png,246.7736358642578,237.7907257080078,222.81907653808594,1
90,District_47,Party_C,63,1,0.36338111283217966,0.06363324036855514,小さな声を大切に、持続可能な地域をめざします。 ボランティア募集中,216,48,posters/poster_90.png,44.150787353515625,141.9738311767578,229.81472778320312,1
91,District_16,Party_D,47,1,0.2118263226526185,0.9515140629429538,防災・減災を強化し、暮らしを守ります。 説明会を開催,179,42,posters/poster_91.png,193.8928680419922,171.92819213867188,14.18292236328125,1
92,District_32,Party_C,58,1,0.7932372691732659,1.2498053194112153,安心安全なまちづくり、教育・福祉を充実させます。 政策意見募集中,182,46,posters/poster_92.png,108.03369140625,180.9076385498047,131.99240112304688,1
93,District_22,Party_C,57,0,0.21591932232429184,0.42032458718452065,防災・減災を強化し、暮らしを守ります。 ライブ配信します,185,48,posters/poster_93.png,5.21612548828125,97.05372619628906,43.14900207519531,0
94,District_16,Party_D,44,0,0.6950643988535959,-0.32933099831980206,透明性の高い行政と効率的な予算運用を推進します。 説明会を開催,215,56,posters/poster_94.png,123.00784301757812,242.79525756835938,250.78115844726562,0
95,District_29,Party_A,59,1,0.6581634764958566,-0.09682603739341075,地域の課題に取り組みます。皆さんの声を政策に反映します。 ライブ配信します,182,50,posters/poster_95.png,113.02577209472656,206.85830688476562,124.00619506835938,1
96,District_20,Party_C,41,0,0.507474593529153,0.8697404402284128,透明性の高い行政と効率的な予算運用を推進します。 説明会を開催,196,53,posters/poster_96.png,175.91090393066406,216.83567810058594,168.9237823486328,1
97,District_23,Party_D,53,0,0.3633843959116214,1.0571249333563086,小さな声を大切に、持続可能な地域をめざします。 ライブ配信します,180,45,posters/poster_97.png,127.99911499023438,118.01553344726562,61.10862731933594,1
98,District_47,Party_B,36,0,0.2065974971950883,0.25602973431387566,小さな声を大切に、持続可能な地域をめざします。 応援お願いします,204,48,posters/poster_98.png,94.06343078613281,98.05598449707031,110.0330810546875,1
99,District_48,Party_D,26,0,0.6428201698558224,0.9826909839455139,小さな声を大切に、持続可能な地域をめざします。 説明会を開催,176,44,posters/poster_99.png,143.96974182128906,51.14064025878906,99.05247497558594,1
100,District_19,Party_B,60,1,0.37827302937390506,-0.949398888831943,小さな声を大切に、持続可能な地域をめざします。 ボランティア募集中,207,55,posters/poster_100.png,153.9451141357422,7.2489776611328125,64.13140869140625,1
101,District_18,Party_A,44,0,0.704917796186026,2.632382064837391,地域の課題に取り組みます。皆さんの声を政策に反映します。 説明会を開催,183,49,posters/poster_101.png,148.9599609375,64.11900329589844,250.76922607421875,1
102,District_7,Party_A,25,0,0.6130414378566418,-1.5579523176766679,防災・減災を強化し、暮らしを守ります。 ライブ配信します,215,54,posters/poster_102.png,239.77674865722656,244.76693725585938,224.80636596679688,1
103,District_22,Party_B,43,0,0.6844581510900568,-0.40038136018331794,地域の課題に取り組みます。皆さんの声を政策に反映します。 ライブ配信します,208,56,posters/poster_103.png,243.7643280029297,58.14060974121094,33.19108581542969,0
104,District_26,Party_D,61,1,0.7095173909391916,-0.07016571145864703,地域の課題に取り組みます。皆さんの声を政策に反映します。 説明会を開催,230,42,posters/poster_104.png,27.204193115234375,77.10267639160156,76.10476684570312,0
105,District_37,Party_C,38,0,0.6386142028749691,-1.6609609335159914,地域の課題に取り組みます。皆さんの声を政策に反映します。 ボランティア募集中,186,48,posters/poster_105.png,60.13775634765625,212.82569885253906,115.02561950683594,0
106,District_50,Party_D,63,0,0.5134607456427014,1.3478557813290364,透明性の高い行政と効率的な予算運用を推進します。 政策意見募集中,194,50,posters/poster_106.png,151.9486541748047,218.80821228027344,155.94015502929688,1
107,District_37,Party_A,50,1,0.23921380447936544,1.2974061148626241,防災・減災を強化し、暮らしを守ります。 応援お願いします,192,57,posters/poster_107.png,106.04055786132812,108.03695678710938,134.98583984375,1
108,District_43,Party_A,40,0,0.7259992267174697,-1.094104100498447,安心安全なまちづくり、教育・福祉を充実させます。 ボランティア募集中,185,63,posters/poster_108.png,88.08499145507812,38.19255065917969,80.10223388671875,1
109,District_1,Party_D,53,1,0.44115854816554534,-2.371615664765494,透明性の高い行政と効率的な予算運用を推進します。 説明会を開催,199,56,posters/poster_109.png,239.76402282714844,148.95504760742188,16.2340087890625,1
110,District_15,Party_C,29,1,0.20200781722578753,-1.8613489036768234,小さな声を大切に、持続可能な地域をめざします。 政策意見募集中,217,52,posters/poster_110.png,36.17106628417969,119.01593017578125,134.9860382080078,0
111,District_41,Party_B,39,0,0.43059598829580903,-0.29973857660920283,透明性の高い行政と効率的な予算運用を推進します。 応援お願いします,207,38,posters/poster_111.png,115.02122497558594,76.0863037109375,135.98577880859375,0
112,District_10,Party_A,70,1,0.7422343803051623,-0.1491891597587188,地域の課題に取り組みます。皆さんの声を政策に反映します。 ボランティア募集中,216,58,posters/poster_112.png,156.94703674316406,146.96499633789062,223.82737731933594,1
113,District_8,Party_D,50,0,0.7743621577899955,-0.6594134114510023,小さな声を大切に、持続可能な地域をめざします。 政策意見募集中,215,53,posters/poster_113.png,138.9788360595703,251.7727508544922,223.82354736328125,1
114,District_6,Party_A,44,1,0.3043371495316924,1.4205042479898549,透明性の高い行政と効率的な予算運用を推進します。 ライブ配信します,208,57,posters/poster_114.png,127.9990234375,13.210494995117188,46.14947509765625,1
115,District_15,Party_A,71,0,0.7369528647367041,-0.5707462937494763,小さな声を大切に、持続可能な地域をめざします。 説明会を開催,218,48,posters/poster_115.png,20.198043823242188,89.07081604003906,239.79246520996094,1
116,District_34,Party_D,27,1,0.7172765703592705,0.5434991027893419,小さな声を大切に、持続可能な地域をめざします。 ボランティア募集中,202,48,posters/poster_116.png,222.818359375,250.7655029296875,46.154693603515625,1
117,District_31,Party_C,29,0,0.5195615116404573,1.083609653905471,透明性の高い行政と効率的な予算運用を推進します。 ライブ配信します,238,50,posters/poster_117.png,163.9379425048828,53.1263427734375,82.07742309570312,1
118,District_22,Party_D,64,1,0.5394391783974747,0.5839281853259639,透明性の高い行政と効率的な予算運用を推進します。 ライブ配信します,213,58,posters/poster_118.png,204.84828186035156,18.214187622070312,231.79541015625,1
119,District_6,Party_C,67,0,0.7580542103058432,-0.35929209078705954,小さな声を大切に、持続可能な地域をめざします。 ライブ配信します,179,43,posters/poster_119.png,59.13032531738281,205.85060119628906,0.2424468994140625,0
120,District_43,Party_D,55,1,0.2773219204840671,1.2065089665083568,透明性の高い行政と効率的な予算運用を推進します。 応援お願いします,184,58,posters/poster_120.png,96.06227111816406,184.88601684570312,254.7470703125,1
121,District_41,Party_D,56,0,0.3958601459019758,-0.8169356709872361,地域の課題に取り組みます。皆さんの声を政策に反映します。 ボランティア募集中,202,47,posters/poster_121.png,135.98480224609375,67.10823059082031,146.96499633789062,0
122,District_29,Party_D,72,0,0.656616741501217,0.5380223547968438,地域の課題に取り組みます。皆さんの声を政策に反映します。 応援お願いします,193,63,posters/poster_122.png,122.01029968261719,81.08856201171875,158.94029235839844,0
123,District_36,Party_A,56,1,0.768378732953803,0.04795405028310565,防災・減災を強化し、暮らしを守ります。 政策意見募集中,184,54,posters/poster_123.png,47.15632629394531,115.02439880371094,58.134857177734375,1
124,District_30,Party_A,42,1,0.7840933815064381,0.36710226678806723,安心安全なまちづくり、教育・福祉を充実させます。 政策意見募集中,150,46,posters/poster_124.png,148.95831298828125,138.97744750976562,211.8352508544922,1
125,District_31,Party_D,47,0,0.36417599976899956,-0.5258053873129568,安心安全なまちづくり、教育・福祉を充実させます。 政策意見募集中,198,57,posters/poster_125.png,74.1048583984375,195.86587524414062,97.05958557128906,1
126,District_39,Party_B,26,1,0.3380322098188604,0.43084024433374835,地域の課題に取り組みます。皆さんの声を政策に反映します。 ライブ配信します,211,46,posters/poster_126.png,211.82980346679688,173.90614318847656,135.98287963867188,1
127,District_1,Party_C,58,0,0.21868044973070683,0.24330766412836574,小さな声を大切に、持続可能な地域をめざします。 説明会を開催,206,59,posters/poster_127.png,249.77813720703125,76.09327697753906,227.8181610107422,0
128,District_35,Party_D,70,0,0.25469869424371505,-0.1586554958685864,小さな声を大切に、持続可能な地域をめざします。 ライブ配信します,201,57,posters/poster_128.png,192.86448669433594,232.78150939941406,163.92442321777344,0
129,District_13,Party_B,27,0,0.47725837445939645,-1.1866415173650475,防災・減災を強化し、暮らしを守ります。 政策意見募集中,204,51,posters/poster_129.png,119.01708984375,209.83392333984375,22.212661743164062,1
130,District_21,Party_D,46,1,0.3613960426610586,-0.6346050352933568,透明性の高い行政と効率的な予算運用を推進します。 政策意見募集中,198,37,posters/poster_130.png,77.10221862792969,252.74620056152344,18.221435546875,1
131,District_9,Party_C,55,1,0.594190314538696,0.9957522366813559,地域の課題に取り組みます。皆さんの声を政策に反映します。 政策意見募集中,222,55,posters/poster_131.png,51.1397705078125,232.80714416503906,7.220245361328125,1
